#  id  gal_type   ra          dec       redshift  log_luminosity  color      radius     b_over_a   pos_angle   bulge_fract   sersic_n    r_bulge     r_disk
 4092     1    129.66075    25.83918     0.08569    11.07811     0.42838    12.12004     0.93375    21.33410     0.76899     4.33080     9.22304    23.52456
 4094     1    173.80689    51.16193     0.02650    10.33358     0.48651     2.42824     0.72615    52.47650     0.86395     3.75360     1.95089    11.20423
 4095     1    123.19159    54.13972     0.04125    10.69876     0.50022     7.88848     0.76643   -18.34380     0.73228     4.13820     4.75290    20.58811
 4098     1    211.47423    48.36554     0.05264    10.96010     0.43389     6.99431     0.89187    -7.20850     0.46345     2.00900     2.60781    14.15967
 4100     4    166.53204    45.12226     0.02119     9.02916     0.57496     2.47885     0.22208   -24.46080     0.43057     0.71930     2.29604     2.55569
 4102     1    166.67355    42.81168     0.05868    11.09773     0.48493    15.08236     0.54302   -60.82720     0.87212     6.52110    16.83223    10.68410
 4103     1    233.96952    28.05523     0.11801    11.15565     0.44106    14.88552     0.74537     2.36190     0.97333     5.11300    14.47305    34.39012
 4104     1    235.77917    39.15135     0.06379    10.95730     0.47222     8.12906     0.78085   -30.03570     0.48660     3.23640     2.65360    16.82853
 4106     4    118.38368    27.74288     0.02146     9.21294     0.64494     3.32642     0.48065    87.38570     0.05592     0.59550     1.69678     3.46610
 4108     4    204.69273    26.49877     0.02948     9.34207     0.58480     3.98028     0.25766   -13.48350     0.06600     1.84950     2.36434     4.11393
 4112     1    120.44053    44.11005     0.13160    11.14385     0.40713    17.36047     0.63074   -47.54520     0.64775     2.88640     8.23017    47.86614
 4114     1    112.42834    41.90122     0.08707    10.82725     0.37634     6.50518     0.73822    78.87850     0.69621     2.77370     4.43399    14.67235
 4116     1    220.49872    47.01116     0.12547    11.24914     0.43026    18.24401     0.90952   -35.32050     0.77759     5.97200    12.32779    39.64000
 4119     1    119.33425    49.11407     0.05908    10.59742     0.46766     2.86911     0.85485    85.85450     0.53966     2.06900     1.31827     6.95620
 4121     2    121.27300    37.62560     0.03282    10.26263     0.50199     3.14965     0.78783   -40.84610     0.48265     5.20450     1.45358     4.64809
 4123     1    224.01072    31.53153     0.08435    10.94878     0.40181     8.13490     0.85368   -30.57340     0.73800     5.70720     4.98503    18.08168
 4124     1    157.98763    40.30584     0.07922    10.96641     0.36557    12.70799     0.56900    62.55270     0.96474     6.51950    13.23924     6.64896
 4127     4    198.31927    47.08756     0.02665     9.77894     0.56470     3.72008     0.63839    85.74780     0.10844     1.00000     0.88539     4.01079
 4128     1    243.76657    30.07963     0.13865    11.11289     0.38058    10.66585     0.84200    28.34400     0.78788     5.78450     7.62172    20.42752
 4129     1    146.78581    43.51048     0.07240    10.83853     0.46243     6.98275     0.95171    54.90850     0.91541     4.99780     6.52121    18.42458
 4130     4    173.76610    22.51516     0.02243     9.42026     0.64085     1.40833     0.56434    64.29710     0.04730     0.81450     0.00188     1.47354
 4131     3    182.68571    46.03432     0.03775     9.60039     0.55360     2.35870     0.41739    18.40350     0.65082     1.55600     1.64893     5.22653
 4132     4    120.97037    26.61468     0.02040     9.37914     0.66751     5.00412     0.41419    12.38620     0.54923     1.00000     2.61929     9.28840
 4133     2    317.04016    -0.25081     0.09466    10.83666     0.41759     5.68923     0.80146   -79.28140     0.27332     1.65300     1.32529     8.04730
 4134     1    204.15072    27.24217     0.03575    10.79585     0.46388     5.47853     0.85629   -35.45650     0.85626     4.04210     4.47431    12.03026
 4137     1    256.53178    33.48284     0.10063    11.33127     0.43986    17.73193     0.74818    77.64270     0.60313     3.86130     7.61902    43.34255
 4138     1    168.30090    50.26459     0.11568    11.36796     0.39874    27.51999     0.76273    48.93480     0.80008     5.22900    21.73661    50.38140
 4139     4    180.59052    44.56717     0.04347     9.98038     0.65027     2.87567     0.86943   -46.35580     0.38425     0.93560     1.40850     4.76564
 4142     2    195.53610    28.38709     0.02525    10.36051     0.47195     3.28046     0.71624   -11.77990     0.56934     2.51100     1.95331     6.01289
 4144     4    260.58426    57.61216     0.02669     9.81654     0.49661     3.77020     0.47241   -52.11520     0.00469     1.67400     0.00402     3.76778
 4149     1    242.58042    47.91320     0.09749    11.10933     0.38808    16.99053     0.77907    69.82890     0.89290     7.55360    15.30651    28.99142
 4151     4    256.94449    35.13414     0.03667     9.65976     0.70965     3.42860     0.68099    24.47610     0.33670     1.28500     2.95811     3.95188
 4152     3    241.27859    42.03736     0.07675    10.83890     0.51880    13.02471     0.77748    36.61880     0.05025     1.00000     0.00896    13.54608
 4155     3    196.03319    27.96497     0.01979     9.80698     0.52938     2.71854     0.86877   -44.64120     0.24043     1.45500     0.80235     3.62735
 4156     1    224.29839    49.62899     0.06503    11.24151     0.49846    15.14899     0.63263    22.27580     0.85524     6.53830    19.07848     8.66678
 4159     1    227.04141    29.22219     0.11090    11.20319     0.44985    17.70692     0.58628    86.46610     0.43055     1.69160     6.39477    33.23191
 4161     4    133.87810    57.56455     0.04006     9.98066     0.65765     4.00578     0.74969    46.84830     0.19574     0.78800     1.99515     4.88615
 4162     1    128.34193    25.10493     0.08654    11.24480     0.39134    19.36252     0.73570    -2.44610     0.96216     5.48250    18.73758    49.98811
 4165     4    119.91012    51.79236     0.05334    10.40651     0.60344     4.95363     0.45878    39.78230     0.17487     0.57210     0.46398     6.17260
 4167     1    168.74375    53.62496     0.10478    11.06414     0.32619    12.95707     0.82793     4.19520     0.80743     6.51660    10.23693    22.65101
 4168     4    202.53348    48.89326     0.07065    10.81857     0.60116     5.60671     0.97550   -51.98260     0.39192     2.81710     4.34967     7.28936
 4169     4    245.50106    38.91507     0.01728     9.59436     0.66988     2.61143     0.49078    83.21420     0.13247     1.00000     0.73903     2.92323
 4171     3    254.22569    33.90858     0.05621    10.49155     0.52938     5.19243     0.51274    26.25260     0.09391     1.12700     0.57307     5.76719
 4173     4    128.71818    23.66794     0.03840     9.76725     0.60579     5.12772     0.39731    13.10020     0.41806     1.60340     1.61426     8.20424
 4174     1    146.04735    42.90004     0.10508    11.21652     0.41904    34.00864     0.47802    44.77790     0.78569     8.00000    16.22343    99.46444
 4178     1    201.97193    28.50817     0.03697    10.96755     0.46591     8.30293     0.75328    31.97950     0.84142     5.39300     7.51388    10.81590
 4180     3    125.22774    23.72920     0.09665    10.94265     0.47744     7.70297     0.94145   -84.69170     0.32973     1.18800     3.70788    11.66603
 4181     4    111.93806    42.18068     0.02304     9.97603     0.46400     3.56519     0.45494    29.07390     0.65990     1.00000     3.49752     5.14908
 4183     1    245.66264    47.16076     0.04883    10.38426     0.48248     4.51300     0.78787   -89.56940     0.45680     2.15300     1.90052     8.51877
 4189     4    227.20024    30.17055     0.05882    10.92060     0.54343     7.57136     0.71088    51.89030     0.37821     0.58330     5.12995    11.56441
 4192     4    116.50722    40.87506     0.03812     9.78415     0.63735     3.56032     0.80629   -60.30860     0.44592     1.47690     2.69556     4.85825
 4193     4    206.01698    25.66351     0.04856    10.86098     0.51747     7.91455     0.44501   -43.10660     0.15200     2.97260     2.08849     9.04220
 4194     4    142.71390    50.31886     0.03794     9.62366     0.72568     3.95878     0.33337    38.09820     0.43286     0.99000     4.29037     3.73553
 4195     2    183.61220    45.19545     0.06526    10.72056     0.44873     7.44109     0.56610    43.77130     0.84089     3.65960     6.82969     9.36368
 4199     4    229.24684    42.59826     0.04044    10.50604     0.68774     5.68952     0.89786     6.21490     0.35046     1.94670     3.57900     8.13421
 4200     1    213.80936    47.74996     0.13035    11.14911     0.40331    12.71646     0.75822    -3.05410     0.80095     4.13410    10.25325    37.33852
 4201     1    205.65893    24.46506     0.02811    10.67245     0.49157     6.07863     0.81501    78.80930     0.70167     3.35250     3.36443    17.73317
 4204     3    242.27647    46.67121     0.05447    11.13388     0.45995    14.20371     0.80278   -49.05420     0.89827     6.01860    14.25958    19.13690
 4206     4    171.46222    50.67162     0.02394     9.69196     0.70690     3.54156     0.64482   -72.41160     0.77333     0.93000     3.45315     4.40991
 4210     3    193.07384    27.08555     0.02097     9.98088     0.50798     3.60157     0.72094    66.07780     0.43611     2.38780     2.52087     4.79087
 4212     4    247.90800    41.49364     0.03031    10.53209     0.58697     4.74089     0.88611   -29.72700     0.22044     2.46380     2.05771     5.75607
 4217     4    235.39832    28.04957     0.03187    10.23543     0.50672     6.21837     0.33051    -3.19020     0.29183     0.95930     2.62246     8.15382
 4218     2    155.58076    36.58304     0.02590    10.62072     0.47029     4.54861     0.69792   -67.15970     0.51354     2.62370     2.15743     8.88261
 4219     4    323.74275    11.29653     0.06361    10.66347     0.57543     9.42111     0.75391    57.69840     0.10326     0.95700     1.70552    10.25392
 4221     2    256.21228    34.81733     0.05632    10.58526     0.59735     3.07113     0.84155   -48.15440     0.28062     0.72750     0.67646     4.64649
 4222     1    127.36034    22.74341     0.08723    11.05395     0.43434    13.27762     0.57488   -38.72780     0.77039     5.73730     9.13207    26.37428
 4223     4    182.28282    37.11087     0.02184     9.72435     0.66851     3.02166     0.87650   -68.02150     0.09462     1.00000     1.02164     3.22319
 4225     4    250.15624    39.22163     0.03521    10.43125     0.50287     6.60396     0.25102   -74.85910     0.18149     0.91670     1.29398     7.91975
 4226     3    234.81098    56.67086     0.04627    10.08378     0.53570     4.19624     0.32446   -64.61240     0.11070     1.69700     0.69951     4.62675
 4227     1    236.15256    54.20933     0.06642    10.63775     0.45538     5.91478     0.89036    49.58840     0.36395     2.28530     3.09379     8.31187
 4231     4    131.24446    25.73928     0.03935     9.72729     0.74258     3.73164     0.55601    56.25990     0.31121     0.73840     2.91612     4.11544
 4233     4    259.17473    56.92779     0.02829     9.90743     0.51315     5.24346     0.35319    30.17180     0.03902     1.35800     1.13415     5.42923
 4234     4    117.10860    27.29804     0.02640    10.05416     0.47122     4.49935     0.34087    27.22130     0.19235     2.44630     1.73558     5.20377
 4238     1    116.57753    18.36868     0.05257    11.52740     0.43881    23.86962     0.61558   -47.24130     0.36645     1.74280     6.77800    41.32812
 4239     1    246.76507    39.52739     0.03374    10.84509     0.41835     7.84103     0.79830    15.67900     0.84641     5.42430     8.81211     5.73672
 4241     1    217.45207    53.96504     0.04311    11.13768     0.58261    15.54028     0.86322    65.37600     0.85879     6.23130    13.77137    22.95428
 4243     4    119.52021    47.30533     0.01775     9.25430     0.71386     3.48448     0.52805   -86.77830     0.00572     0.77950     0.00148     3.52984
 4245     3    233.19409    28.36707     0.07206    10.98022     0.54444    11.44730     0.51427    74.26760     0.09530     1.00000     1.51333    12.45532
 4246     2    235.78609    40.04855     0.06251    10.71386     0.50364     6.51233     0.63942   -32.33260     0.52276     7.25760    10.32372     5.69590
 4247     4    176.83434    52.48843     0.04752    10.23762     0.73256     3.92554     0.68208   -18.69120     0.43416     1.35500     3.36067     4.73373
 4250     4    178.34396    44.92052     0.01943     9.38375     0.82430     2.94313     0.60349    47.91260     0.32795     1.00000     1.37013     3.82035
 4252     4    247.40967    40.23539     0.02833     9.62352     0.52209     5.27813     0.17475   -67.78370     0.09153     1.00000     1.71131     5.50616
 4253     4    118.62567    26.91533     0.02300     9.37101     0.61702     2.95607     0.86214    28.83150     0.15162     1.00000     2.28597     3.07983
 4254     3    121.76271    45.67643     0.05019    10.26550     0.60351     4.14353     0.94156    70.03470     0.08251     1.00000     0.80473     4.41795
 4255     4    243.02559    28.49887     0.05314    10.71958     0.66947     7.63499     0.86604   -58.63090     0.12150     1.00000     1.12215     8.54455
 4256     3    171.96642    21.40921     0.02181     9.23145     0.64591     3.23691     0.46789    68.86620     0.60410     1.00000     2.81528     3.77961
 4258     4    118.34485    36.27438     0.04571    10.68625     0.62523     6.49035     0.84351    80.14790     0.19321     1.00000     2.29409     7.84049
 4259     4    128.17838    52.41678     0.04327    10.17501     0.73507     4.09836     0.55467   -71.81480     0.07229     0.99000     1.43013     4.36821
 4262     3    249.31842    44.41823     0.03140    10.76860     0.52935     5.52817     0.79917    13.94280     0.50893     4.46670     3.16060     7.95675
 4263     1    128.63301    27.05359     0.07988    11.25686     0.34854    23.51053     0.67623   -45.67870     0.56437     4.03650     8.01778    52.02232
 4264     1    230.11170    28.88635     0.12708    11.23204     0.39445    15.53477     0.77551    29.12920     0.33489     1.50210     4.68924    24.58172
 4268     3    218.53847    48.10888     0.03580     9.52350     0.52518     2.83813     0.62283   -26.84250     0.31954     0.99450     3.66913     3.19850
 4272     4    246.55162    25.61662     0.03963     9.58541     0.49776     4.21113     0.22635   -36.22610     0.58905     1.01230     3.44416     5.58981
 4273     4     43.22727    -0.40108     0.04328     9.91732     0.64186     4.34635     0.49709    76.25810     0.37119     0.13740     4.49988     4.04390
 4275     3    123.57120    46.01033     0.04984    10.75496     0.50093     7.54466     0.85334   -15.20430     0.41260     3.05410     2.78583    12.38189
 4279     4    196.08629    45.05666     0.02825    10.23315     0.67206     4.66273     0.74815     7.69350     0.10896     0.35710     2.14388     5.21101
 4281     4     61.84804    -6.68645     0.03800     9.66693     0.74111     3.54782     0.65922    29.33440     0.40648     1.01900     4.98824     3.44174
 4283     1    153.92384    45.36708     0.13763    11.05664     0.39039    12.01166     0.71219     3.11960     0.22281     1.71000     1.62895    15.98860
 4284     4    117.30259    45.51027     0.05317    10.66965     0.52264     8.95279     0.67859    16.76950     0.09441     1.00000     0.90315     9.50806
 4285     4     42.39743    -0.72368     0.02188     9.80087     0.68764     3.90710     0.29267   -51.37580     0.15573     0.25350     2.35762     4.23118
 4287     4    227.54750    42.60715     0.01726     9.36425     0.65840     3.11866     0.25328   -54.68630     0.37186     0.42000     3.41148     2.89378
 4290     4    250.18121    40.41467     0.02587     9.67986     0.48794     4.11065     0.18793   -62.70550     0.20781     1.00000     2.96112     4.42527
 4293     1    203.98819    41.60465     0.06208    11.15308     0.42391    12.51940     0.73001   -42.82100     0.86220     4.91530    10.87433    21.52249
 4296     4    203.95872    40.27169     0.03485    10.45542     0.69605     8.16659     0.70507     2.94520     0.06533     1.00000     1.68890     8.80349
 4297     4    199.13902    31.54643     0.02469     9.88773     0.59859     3.96860     0.93268    31.36670     0.04356     0.13320     2.83639     4.11737
 4298     3    245.05671    25.71009     0.04764    10.23390     0.47699     3.99779     0.78856    34.05710     0.37222     1.32900     6.28537     4.26440
 4299     2    113.98199    42.20336     0.08816    11.11955     0.38717    15.30150     0.56080    23.82960     0.52675     4.50430    12.92092    16.34042
 4300     4    212.25925    54.55620     0.07573    11.05678     0.50950     9.79819     0.91978   -65.98620     0.07783     0.94830     0.73062    10.61273
 4301     2    210.84270    48.25308     0.06623    10.67764     0.47099     7.97014     0.48143    83.31570     0.08185     1.42560     0.00516     7.52778
 4302     1    157.66052    44.01272     0.02801    10.75861     0.45537     6.90817     0.67192    72.56320     0.94092     4.40100     7.57072     3.70261
 4306     4    114.61023    28.96308     0.01578     9.68041     0.45258     3.78389     0.23309    68.26770     0.24384     1.30600     1.10599     4.96554
 4309     3    176.12427    55.57777     0.05589    10.44989     0.47043     7.83254     0.25969   -81.78590     0.09264     1.26300     0.54609     8.65031
 4310     1    223.56288    49.43050     0.03724    10.74888     0.44468     9.71884     0.74153    36.03300     0.85608     5.85300     7.22521    23.24546
 4312     3     47.77218    -0.54654     0.02819    10.19702     0.50429     3.92058     0.66575    25.02080     0.17066     0.84400     2.16989     4.62021
 4314     1     56.42514    -0.37846     0.10924    10.86328     0.30198    12.57868     0.88332   -33.93070     0.55007     6.91700     6.06698    20.08571
 4315     4    133.17010    54.43421     0.03832     9.69476     0.66929     3.70679     0.57052   -64.36890     0.20719     1.02000     1.99328     4.46114
 4316     3    196.26374    27.53704     0.02169     9.33278     0.59407     3.17486     0.56493     0.72590     0.29170     1.55130     2.04235     3.89340
 4317     4    176.35873    49.87904     0.03330    10.44106     0.49970     7.01881     0.36008   -13.98850     0.42118     3.11920     1.51947    14.01312
 4320     2    116.77243    22.29413     0.04583    10.92798     0.45835     6.94796     0.68259    65.41830     0.82905     6.73270     8.45987     5.34159
 4321     4    253.28895    38.84455     0.05187    10.41612     0.70663     6.17843     0.58787    40.04380     0.17319     0.10000     4.08546     7.28324
 4324     2    205.35944    31.25618     0.06030    10.53155     0.46476     4.07255     0.63833   -66.07690     0.22234     1.31060     0.43842     5.49333
 4325     1    196.06335    35.41550     0.03439    10.77635     0.44781    11.24105     0.86683    71.31800     0.91461     6.58380     9.80418    25.50236
 4326     1    233.10750    48.83328     0.07426    11.26796     0.48483    17.27656     0.72438   -17.68030     0.81055     6.53350    15.59065    24.99946
 4329     4    165.13845    46.34362     0.02157     9.18854     0.63675     2.83787     0.97389    62.81970     0.53375     1.00000     1.87688     4.43800
 4335     4    206.31385    23.31651     0.02967    10.25544     0.70752     5.00869     0.40776   -10.49210     0.24878     3.41250     2.88139     5.38563
 4336     4    204.88484    27.10715     0.03239     9.42466     0.77287     3.08028     0.79765     1.99080     0.14635     0.96750     1.30305     3.55758
 4338     1    254.93311    32.61532     0.10123    11.41797     0.40171    16.03523     0.78622   -78.91680     0.94114     3.00510    14.83319    41.41415
 4339     4    316.97477     0.87587     0.05803    10.46626     0.54181     5.57613     0.50809    29.32660     0.34437     1.27100     4.76762     6.03302
 4340     1    134.27351    40.01371     0.09638    11.43335     0.37181    37.24625     0.64435   -78.22990     0.36270     1.50920     8.66391    65.65460
 4344     1    146.09183    44.71076     0.12941    11.18711     0.38988    20.29734     0.79117   -18.49430     0.87113     6.32810    22.74380    17.03611
 4347     4    147.27769    44.04868     0.01567     8.93292     0.84251     3.32117     0.41658    56.40110     0.17041     0.30900     1.57931     3.96121
 4348     4     57.72660    -6.73141     0.02261     9.18256     0.57717     3.55874     0.19816   -89.60160     0.59713     1.00000     3.12893     4.46625
 4350     4    161.26170    43.70476     0.02531    10.65624     0.60347     4.97754     0.75935   -61.74610     0.59005     3.28920     2.90349     8.60462
 4351     3    126.89802    17.91851     0.05897    10.55273     0.49490     6.02634     0.41636    29.25200     0.44351     5.24500     2.13687     9.24234
 4352     4    253.00690    64.12084     0.01909     9.22667     0.78288     3.27890     0.48122   -69.43220     0.55326     1.00000     2.31605     4.77368
 4354     4    262.46832    56.82631     0.03009    10.26003     0.52860     4.81056     0.81742     4.17530     0.00216     1.43510     0.00380     4.81990
 4355     1    221.02954    47.02698     0.08603    11.17327     0.52990    18.75297     0.75086    16.29710     0.74029     6.75580    14.59781    28.29180
 4356     3    120.62374    30.86368     0.04691    10.13939     0.56984     4.19394     0.45534   -43.19310     0.01274     1.29950     0.00369     4.24943
 4357     4    245.99844    21.79503     0.03212    10.30745     0.59219     4.26686     0.81874    -4.14010     0.07375     1.00000     0.36520     4.65742
 4359     3    205.12940    26.30736     0.06252    10.62668     0.51001     6.18857     0.60129    70.52840     0.27607     2.99200     1.31662     8.43026
 4360     3    311.34736     0.49253     0.01334     9.29064     0.56256     2.65757     0.81916   -79.06900     0.11361     1.01210     1.15824     2.96455
 4361     1    120.32671    31.43569     0.07466    11.06383     0.39670    13.96991     0.90531   -41.11870     0.82933     6.33940    13.81912    17.77239
 4365     3    318.08656    11.22024     0.01752     9.55389     0.49449     2.78639     0.57557    66.32780     0.08735     8.00000     0.00122     5.21336
 4368     4    164.44730    21.23343     0.05864    10.64603     0.60493     7.42618     0.93125    38.17170     0.08105     1.00000     0.71411     7.79779
 4369     3    322.90885    -0.60820     0.09152    10.71784     0.47625     5.55548     0.50993   -77.34810     0.27982     1.07530     1.09924     8.23275
 4373     4    238.71847    47.88089     0.01828     9.44380     0.54014     2.86432     0.51309   -87.86430     0.04520     0.26570     0.49257     2.99249
 4374     4    169.36433    23.34673     0.02230     9.20555     0.56350     3.46625     0.86586    36.54640     0.22828     1.13100     3.23935     3.68336
 4375     2    163.72381    48.94454     0.02167     9.71279     0.47884     1.32393     0.56803   -70.41720     0.40750     4.64960     1.86399     1.59030
 4378     4    152.04618    47.51747     0.03842     9.70348     0.68150     4.05471     0.19810    80.56110     0.28959     1.06770     1.34954     5.93724
 4381     4    200.64492    33.15709     0.03687    10.41637     0.41443     7.45664     0.19993    81.93950     0.21421     0.73700     0.88368     9.76418
 4382     4    126.78408    27.81045     0.02027     9.69793     0.57142     3.07446     0.38814   -38.46120     0.17203     1.00000     1.11494     3.59190
 4383     4    213.91577    50.71383     0.04979     9.83026     0.47713     4.69068     0.48816    11.22990     0.09274     8.00000     2.37696     7.83793
 4384     3    118.93828    37.82156     0.04094     9.70595     0.59133     3.69637     0.36719   -67.83330     0.07426     0.45770     0.90274     3.94331
 4386     4    262.65063    54.10123     0.06182    10.65686     0.53577    14.43681     0.35820    79.19130     0.01189     1.98490     0.23641    14.56582
 4387     4    168.73451    50.33487     0.04710    10.79985     0.62436     6.74462     0.95053   -46.63220     0.28675     0.95500     3.38049     9.60927
 4389     4    242.50536    24.35351     0.03889     9.84515     0.78063     3.59445     0.65697    -0.81200     0.10439     1.00000     1.18211     3.89550
 4391     4    114.50066    31.24928     0.01917     9.50058     0.75061     3.22058     0.77437   -70.41540     0.20365     1.00000     1.26444     3.92275
 4394     1    194.92209    28.50719     0.02746    10.00314     0.51148     4.44084     0.94785    27.58820     0.24735     2.16000     1.14443     5.87954
 4398     4    133.78758    52.47044     0.05832    10.77791     0.56192     8.78932     0.89373   -45.68210     0.07889     1.05750     0.70424     9.53815
 4403     4    124.75917    27.10397     0.02298     9.38115     0.64382     3.64898     0.38497   -57.63480     0.13967     1.10360     3.07529     3.79929
 4406     1    245.12971    29.89102     0.09595    11.43130     0.40978    35.40225     0.58928     5.41290     0.60911     3.71380    18.96988    60.77423
 4407     3    237.90377    44.22644     0.03965    10.58947     0.39796     7.60260     0.37131    48.79650     0.89330     4.27300     7.34444    11.27928
 4408     3    203.43023    21.43816     0.04189     9.73732     0.68760     2.89592     0.52254   -72.08490     0.61239     1.00000     2.54609     3.40234
 4411     3     46.49729    -0.16647     0.10698    10.89379     0.39990    11.08742     0.19832   -42.64020     0.32084     2.11430     1.87410    16.17042
 4412     4    137.44943    27.86231     0.02042     9.34788     0.69311     2.95040     0.43596   -74.43120     0.38765     1.00000     1.93739     3.65832
 4413     2    164.97110    43.36886     0.04773    10.51598     0.47412     3.34106     0.38057    21.13450     0.43100     1.78230     0.97560     6.36437
 4418     4    171.10388    23.64861     0.02774    10.04740     0.61405     4.16069     0.75998    30.01280     0.35113     0.25190     4.37680     4.11230
 4422     4    246.59134    40.91184     0.02949    10.53042     0.52633     4.70276     0.87935   -58.55270     0.35457     1.99600     1.00786     8.17730
 4423     2    235.44701    45.55600     0.03667    10.89782     0.51016    13.34243     0.45108   -27.50310     0.93338     7.04420    13.98247    13.47024
 4426     4     42.14244    -0.54987     0.02449     9.53175     0.64930     4.18858     0.39601     5.80150     0.39751     1.79270     2.68869     5.73568
 4428     1    203.65359    23.12041     0.07182    11.10044     0.42016    12.96545     0.66848   -38.38210     0.60601     4.46440     5.83125    26.35785
 4431     4    263.43932    56.70854     0.03015    10.36253     0.48052     5.11572     0.47307   -77.85790     0.27122     1.72460     1.05665     7.34075
 4432     4    119.85885    32.96907     0.01806     9.49830     0.60923     3.16710     0.60576    45.95980     0.16672     1.00000     1.05951     3.62240
 4434     1    156.86060    37.87704     0.09801    11.11729     0.38297    17.28175     0.85262   -77.86540     0.93391     6.35600    17.93635    18.94855
 4435     4    206.29579    36.37628     0.02689     9.85733     0.51463     4.03437     0.23918   -52.04220     0.34662     1.00000     3.07358     4.68642
 4437     4    165.10414    43.01969     0.03743     9.88758     0.95614     1.77860     0.50697    23.84710     0.62913     3.49180     1.91880     1.37429
 4439     4    170.58330    46.70133     0.01746     9.53501     0.78254     3.38139     0.27711   -51.11070     0.16742     0.45800     0.85908     3.96767
 4444     4    133.54219    24.77674     0.04313    10.10860     0.59656     4.55448     0.62585    41.58390     0.40001     0.16520     4.19647     5.08539
 4446     2    248.51518    41.24026     0.06126    10.62102     0.46083     5.62316     0.66211    -3.31070     0.18660     8.00000     4.87581     5.17986
 4447     3    224.00770    33.04136     0.13299    11.11318     0.41605    17.58593     0.24521    -5.46600     0.07757     0.60350     1.48636    19.03508
 4448     4    123.88470    25.81113     0.04554    10.05580     0.65512     4.41572     0.35585    52.56960     0.37803     1.31720     3.41518     4.97342
 4449     4    247.25661    40.53487     0.02783    10.47890     0.51715     4.80104     0.42442    84.59840     0.31262     0.98900     0.74235     7.75657
 4452     2    127.17080    17.58140     0.06648    10.69692     0.42481     7.38838     0.41501    17.21860     0.90426     3.09250     7.69212     6.53196
 4455     4    321.47404     0.41606     0.03172    10.33530     0.56908     4.61365     0.54287    -8.39650     0.19634     1.06900     3.85218     5.06565
 4457     2    173.89857    51.75852     0.05715    10.48889     0.45130     5.48520     0.88114   -37.46180     0.11345     1.06400     0.61870     6.19088
 4458     3    194.16002    28.10626     0.02159     9.32010     0.58809     3.03843     0.82761   -35.29320     0.41636     1.11200     1.32322     5.34212
 4466     1    238.37357    27.38989     0.09092    11.44644     0.40198    20.27687     0.87957   -33.93130     0.86507     8.00000    19.34266    24.10230
 4469     3    248.38654    25.96446     0.04528    10.16609     0.69527     3.61814     0.92997    81.45320     0.91721     1.13670     3.91309     1.72021
 4470     3    119.20025    33.25448     0.06751    10.68342     0.60304     5.52470     0.59470   -31.95880     0.58710     1.44600     3.55908     7.78724
 4471     1    137.44128    41.95587     0.13994    11.33109     0.33646    19.73002     0.89570    80.70000     0.30158     2.04600     6.79200    27.37150
 4474     3    204.88452    26.77754     0.02896    10.07855     0.48689     3.15214     0.55513     3.60310     0.42808     3.38300     1.14245     4.92718
 4475     4    196.65171    27.87295     0.02092     9.94718     0.57695     3.74604     0.48280    36.44250     0.32434     1.00000     1.72300     5.37924
 4478     3    140.13873     0.72106     0.01719     9.16232     0.55201     3.06067     0.87701    28.31890     0.37815     1.32600     2.81486     3.56709
 4479     3    317.31491     0.52347     0.05068    10.86602     0.48743     6.53095     0.80061   -70.77510     0.92083     1.69100     7.04419     0.79582
 4480     3    127.17809    45.74256     0.04902    10.27081     0.55313     4.52916     0.55317    42.03230     0.31139     1.37700     1.45689     6.82603
 4481     4    246.45535    40.34521     0.02902    10.31525     0.79060     3.49372     0.64556    50.34130     0.54414     1.00000     2.04741     6.11818
 4484     4    177.52436    50.46744     0.02351    10.07010     0.52389     3.81786     0.43439   -35.23210     0.15200     1.00000     1.02603     4.38128
 4485     4    122.20807    41.01061     0.03930     9.68230     0.48938     3.54316     0.37870    70.46440     0.29408     1.26900     2.81986     4.59138
 4486     4    258.10358    35.44552     0.02564    10.13647     0.65417     3.78103     0.69764    83.61050     0.09610     1.00000     0.65911     4.15344
 4488     1    135.79644    54.06433     0.08307    11.33730     0.43397    18.63393     0.87109    46.42900     0.89108     6.38660    19.52738    14.95452
 4490     1    135.81821    56.62539     0.08040    10.82318     0.43094     7.71898     0.74857    73.15140     0.75691     4.62270     5.90216    12.99831
 4491     2    228.17638    27.79956     0.06819    10.67972     0.40712     5.97018     0.55712    48.33620     0.14210     1.00000     0.90230     7.10536
 4494     3    119.79887    52.68696     0.04108     9.78764     0.53139     3.59654     0.61713    68.56040     0.46119     1.18190     7.75785     2.28782
 4495     3    139.42701    44.10069     0.03232    10.47399     0.44280     5.28859     0.71906    -3.06240     0.63664     2.14900     3.62290     9.75026
 4497     4    244.91463    47.87321     0.02092     9.58127     0.83678     3.06817     0.82086    57.12090     0.44337     1.00000     1.98308     4.30360
 4498     4    137.98351    27.89927     0.04740    10.29559     0.55498     4.51970     0.43691    65.70150     0.41082     0.54170     3.34972     6.84523
 4504     1    201.56100    47.30034     0.09017    11.32858     0.48074    32.00733     0.82401   -50.50450     0.87056     8.00000    45.11684    12.72231
 4506     3     57.24838     0.92598     0.03576    10.30784     0.42488     6.62217     0.54184   -34.08930     0.26622     2.13510     0.90596     9.56238
 4508     4    247.76341    39.56219     0.03218    10.37274     0.47072     5.77678     0.22690    56.79320     0.25990     2.58230     1.63680     7.63229
